time, Quad.IMU.AX
6.594705,-0.273065
6.599704,-0.747967
6.604704,-0.107594
6.609704,-1.034515
6.614703,0.041456
6.619703,-1.838369
6.624702,-1.034754
6.629702,0.339218
6.634702,0.388341
6.639701,-0.119709
6.644701,-0.209081
6.649701,0.059165
6.654700,-0.270000
6.659700,-0.020540
6.664700,-0.084499
6.669699,0.889088
6.674699,-0.765382
6.679698,0.229061
6.684698,0.262616
6.689698,0.680995
6.694697,-0.210154
6.699697,0.721381
6.704697,0.929516
6.709696,0.079685
6.714696,0.708990
6.719696,-0.456927
6.724695,0.203249
6.729695,0.039182
6.734694,0.567614
6.739694,-0.597158
6.744694,-0.846148
6.749693,0.800174
6.754693,-0.445489
6.759693,-0.368291
6.764692,0.364346
6.769692,-0.059085
6.774692,0.573794
6.779691,0.098269
6.784691,-0.522900
6.789690,-0.675442
6.794690,-0.481887
6.799690,-0.265879
6.804689,0.414058
6.809689,0.034879
6.814689,0.677412
6.819688,-0.162722
6.824688,0.873135
6.829688,0.278249
6.834687,-0.125963
6.839687,-0.080202
6.844687,-1.089792
6.849686,-0.249672
6.854686,-0.134831
6.859685,0.462269
6.864685,-0.540002
6.869685,0.097396
6.874684,0.221841
6.879684,-0.568697
6.884684,-0.749143
6.889683,0.368055
6.894683,-0.610335
6.899683,0.493048
6.904682,-0.310117
6.909682,-0.835560
6.914681,0.422942
6.919681,-0.826352
6.924681,-0.464358
6.929680,-0.311368
6.934680,0.313931
6.939680,-0.725769
6.944679,-0.098875
6.949679,-0.301282
6.954679,-0.062230
6.959678,0.639378
6.964678,-0.236729
6.969677,0.418893
6.974677,0.740048
6.979677,0.829459
6.984676,0.639467
6.989676,0.279506
6.994676,0.534145
6.999675,0.054856
7.004675,0.097680
7.009675,-0.062126
7.014674,0.440593
7.019674,0.562920
7.024673,0.915752
7.029673,0.888543
7.034673,-0.374885
7.039672,-1.178469
7.044672,0.502642
7.049672,0.225510
7.054671,1.118856
7.059671,0.085873
7.064671,-0.303843
7.069670,0.017664
7.074670,0.066310
7.079669,-0.348550
7.084669,0.872930
7.089669,0.270401
7.094668,-0.174941
7.099668,-1.663246
7.104668,0.230546
7.109667,0.068991
7.114667,0.228725
7.119667,0.465154
7.124666,0.104975
7.129666,-0.417698
7.134665,-0.220186
7.139665,-0.204008
7.144665,0.829703
7.149664,-0.191900
7.154664,0.299783
7.159664,-0.124738
7.164663,-0.305428
7.169663,-0.072309
7.174663,0.415110
7.179662,-0.379766
7.184662,0.224708
7.189662,-0.063373
7.194661,0.034178
7.199661,0.206747
7.204660,-0.506629
7.209660,-0.035625
7.214660,0.066257
7.219659,1.583229
7.224659,-0.407309
7.229659,0.137089
7.234658,-0.582749
7.239658,0.565784
7.244658,0.016649
7.249657,0.257507
7.254657,0.452256
7.259656,0.590776
7.264656,0.557136
7.269656,0.074903
7.274655,0.206394
7.279655,0.198241
7.284655,0.118435
7.289654,-0.324184
7.294654,-0.156785
7.299654,0.342047
7.304653,-0.144284
7.309653,0.272239
7.314652,0.374950
7.319652,0.053254
7.324652,0.036176
7.329651,0.211234
7.334651,0.674418
7.339651,-0.455871
7.344650,0.302054
7.349650,-0.105038
7.354650,0.167759
7.359649,-0.138156
7.364649,-0.141540
7.369648,-0.420514
7.374648,0.275631
7.379648,-0.215878
7.384647,0.861321
7.389647,-0.294431
7.394647,-0.196980
7.399646,-0.088890
7.404646,-0.291458
7.409646,0.257766
7.414645,-0.535821
7.419645,0.038213
7.424644,0.153129
7.429644,0.668265
7.434644,-1.148926
7.439643,-0.327461
7.444643,-0.362176
7.449643,-0.232330
7.454642,0.197365
7.459642,0.121535
7.464642,0.261625
7.469641,-0.050238
7.474641,1.057153
7.479640,-0.892856
7.484640,-0.628964
7.489640,-0.137643
7.494639,0.210335
7.499639,0.149563
7.504639,0.019468
7.509638,0.063528
7.514638,-0.554515
7.519638,0.818567
7.524637,0.360515
7.529637,-0.061907
7.534636,-0.711793
7.539636,0.368733
7.544636,-0.489505
7.549635,0.088581
7.554635,0.377114
7.559635,0.388786
7.564634,0.065189
7.569634,-0.490900
7.574634,0.953145
7.579633,1.010916
7.584633,-0.198046
7.589633,-0.377403
7.594632,-0.368912
7.599632,0.338290
7.604631,-0.144657
7.609631,0.518970
7.614631,-0.563304
7.619630,0.055040
7.624630,0.032192
7.629630,0.114100
7.634629,0.140771
7.639629,0.565678
7.644629,0.958858
7.649628,-0.219137
7.654628,-0.561770
7.659627,-0.234937
7.664627,-0.127032
7.669627,-0.959295
7.674626,0.883538
7.679626,-1.006129
7.684626,-1.315885
7.689625,0.816525
7.694625,-0.485468
7.699625,-1.474932
7.704624,0.003607
7.709624,1.042555
7.714623,-0.209550
7.719623,-0.545318
7.724623,0.560849
7.729622,0.308547
7.734622,0.457595
7.739622,-0.174517
7.744621,-0.241622
7.749621,-0.076996
7.754621,0.098218
7.759620,-0.275730
7.764620,0.030996
7.769619,-0.785474
7.774619,0.073873
7.779619,-0.946226
7.784618,0.204022
7.789618,-0.453478
7.794618,-0.299886
7.799617,0.310683
7.804617,-0.262431
7.809617,0.030626
7.814616,-0.170364
7.819616,-0.478524
7.824615,0.779645
7.829615,0.447911
7.834615,-0.329794
7.839614,-0.230613
7.844614,0.184539
7.849614,-0.239849
7.854613,0.012182
7.859613,0.308777
7.864613,0.217310
7.869612,0.777648
7.874612,0.011606
7.879611,0.457316
7.884611,-0.567438
7.889611,-0.182196
7.894610,0.772232
7.899610,-0.488871
7.904610,-0.448099
7.909609,-0.678000
7.914609,-0.500419
7.919609,0.091241
7.924608,-0.155347
7.929608,0.254408
7.934608,-0.774518
7.939607,0.337415
7.944607,0.376127
7.949606,0.375067
7.954606,-0.618216
7.959606,0.162091
7.964605,-0.022863
7.969605,0.064555
7.974605,0.360450
7.979604,-1.137543
7.984604,0.454280
7.989604,-0.161065
7.994603,-0.054940
7.999603,-0.369127
8.004604,0.063170
8.009606,0.066645
8.014608,1.014915
8.019610,0.113856
8.024612,0.523447
8.029614,-0.054619
8.034616,0.581819
8.039618,-0.286992
8.044621,-0.305591
8.049623,-0.995012
8.054625,0.061594
8.059627,-0.971380
8.064629,0.772982
8.069631,-0.393284
8.074633,0.815621
8.079635,-0.427886
8.084637,0.299700
8.089639,-0.155850
8.094641,0.042001
8.099643,-0.453828
8.104645,-0.096231
8.109647,-0.252314
8.114649,1.000798
8.119651,0.139897
8.124653,0.138435
8.129655,0.372231
8.134657,0.165420
8.139659,-0.836916
8.144661,-1.043475
8.149663,-0.481981
8.154665,0.370558
8.159667,-0.095330
8.164669,0.315377
8.169671,0.137741
8.174673,-0.374550
8.179675,0.559632
8.184677,0.480047
8.189679,-0.184180
8.194681,0.454181
8.199683,-0.647698
8.204685,0.250604
8.209687,-0.099740
8.214689,-0.198842
8.219691,0.035105
8.224693,0.045628
8.229695,0.537329
8.234697,0.603898
8.239699,-0.999170
8.244701,-0.148127
8.249703,0.253996
8.254705,0.882829
8.259707,-0.026785
8.264709,-0.514888
8.269711,0.233659
8.274714,-0.293080
8.279716,-0.894551
8.284718,0.350511
8.289720,-0.223841
8.294722,0.407120
8.299724,-0.638930
8.304726,-0.331699
8.309728,0.181022
8.314730,-0.678057
8.319732,-0.730242
8.324734,-0.580610
8.329736,0.283746
8.334738,-0.063570
8.339740,0.835960
8.344742,-0.397271
8.349744,0.239140
8.354746,0.417058
8.359748,0.586901
8.364750,-0.758812
8.369752,-0.097456
8.374754,0.154714
8.379756,-0.146297
8.384758,-0.498232
8.389760,-0.174016
8.394762,-0.489955
8.399764,-0.462366
8.404766,0.580045
8.409768,-0.555572
8.414770,0.258616
8.419772,-0.601765
8.424774,0.626384
8.429776,0.360163
8.434778,-0.316647
8.439780,-1.570002
8.444782,0.183977
8.449784,0.308478
8.454786,-0.155981
8.459788,-0.747207
8.464790,0.106003
8.469792,-0.290964
8.474794,-0.607602
8.479796,-0.032840
8.484798,-0.380740
8.489800,-0.183491
8.494802,0.386494
8.499804,0.419630
8.504807,0.479461
8.509809,0.116538
8.514811,0.108631
8.519813,-0.261224
8.524815,0.093019
8.529817,-0.546270
8.534819,-0.519150
8.539821,0.015846
8.544823,0.261574
8.549825,-0.468494
8.554827,0.583861
8.559829,-0.000936
8.564831,-0.266419
8.569833,0.679397
8.574835,-0.088388
8.579837,0.735352
8.584839,-0.280563
8.589841,0.396709
8.594843,1.044812
8.599845,-1.412239
8.604847,-0.407676
8.609849,0.270763
8.614851,-0.172813
8.619853,-0.052436
8.624855,-0.214472
8.629857,0.104484
8.634859,0.470590
8.639861,-0.387859
8.644863,-0.822253
8.649865,-0.378771
8.654867,0.794205
8.659869,-0.037493
8.664871,-0.690881
8.669873,0.329708
8.674875,-0.308961
8.679877,-0.334945
8.684879,-0.480349
8.689881,-0.338459
8.694883,-0.287501
8.699885,0.008824
8.704887,-0.897457
8.709889,-0.245217
8.714891,0.048844
8.719893,0.929804
8.724895,-0.239504
8.729897,-0.361230
8.734900,-0.155727
8.739902,-0.100727
8.744904,-0.043304
8.749906,0.974184
8.754908,-0.506002
8.759910,-0.608192
8.764912,-0.290582
8.769914,0.149588
8.774916,-0.015605
8.779918,0.436417
8.784920,0.954670
8.789922,0.306718
8.794924,-0.175521
8.799926,1.411884
8.804928,0.187988
8.809930,0.299032
8.814932,0.306390
8.819934,0.056178
8.824936,-0.345400
8.829938,-0.038927
8.834940,0.556567
8.839942,0.401545
8.844944,-0.854874
8.849946,-0.425088
8.854948,0.355376
8.859950,-0.947583
8.864952,-0.311936
8.869954,0.656653
8.874956,0.696805
8.879958,-0.021028
8.884960,0.093899
8.889962,0.535745
8.894964,0.164815
8.899966,0.648193
8.904968,-0.229253
8.909970,1.212448
8.914972,-0.436029
8.919974,-0.075575
8.924976,0.463628
8.929978,0.062397
8.934980,-0.208541
8.939982,0.309010
8.944984,0.049576
8.949986,0.089494
8.954988,0.378916
8.959991,-0.351257
8.964993,0.420487
8.969995,0.086276
8.974997,0.037964
8.979999,-0.500792
8.985001,0.147822
8.990003,0.258667
8.995005,-0.084007
9.000007,-0.319663
9.005009,-0.775419
9.010011,-0.668305
9.015013,-0.771161
9.020015,-0.406254
9.025017,0.154312
9.030019,0.176711
9.035021,0.127734
9.040023,1.114126
9.045025,0.623634
9.050027,-0.050860
9.055029,0.310689
9.060031,-0.471814
9.065033,0.514206
9.070035,0.458228
9.075037,1.330249
9.080039,-0.518548
9.085041,0.084712
9.090043,0.338980
9.095045,0.165787
9.100047,0.531376
9.105049,-0.235972
9.110051,1.067268
9.115053,0.121688
9.120055,-0.552115
9.125057,0.219878
9.130059,0.184047
9.135061,-0.490616
9.140063,-0.437316
9.145065,-0.838911
9.150067,0.580753
9.155069,0.964759
9.160071,0.318579
9.165073,0.160737
9.170075,0.246489
9.175077,-0.113165
9.180079,0.164600
9.185081,0.080635
9.190084,0.447883
9.195086,-0.980148
9.200088,0.549804
9.205090,-0.041900
9.210092,-0.020513
9.215094,-0.090615
9.220096,1.287236
9.225098,0.474222
9.230100,0.547678
9.235102,0.194158
9.240104,0.414331
9.245106,1.217051
9.250108,-0.902387
9.255110,-0.110889
9.260112,0.150081
9.265114,0.208770
9.270116,0.321199
9.275118,-0.050848
9.280120,1.130121
9.285122,0.160841
9.290124,0.134867
9.295126,0.650522
9.300128,-0.631924
9.305130,0.159773
9.310132,-0.236284
9.315134,-0.012048
9.320136,0.180582
9.325138,0.165389
9.330140,0.705341
9.335142,-0.153695
9.340144,0.244828
9.345146,0.382823
9.350148,-0.913446
9.355150,-0.820242
9.360152,-0.622310
9.365154,0.084935
9.370156,-0.687657
9.375158,-0.175106
9.380160,-0.782058
9.385162,0.053457
9.390164,0.063620
9.395166,0.145639
9.400168,0.365617
9.405170,-0.559005
9.410172,0.285748
9.415174,0.241290
9.420177,-0.904873
9.425179,-0.161916
9.430181,0.139881
9.435183,0.412470
9.440185,1.134204
9.445187,-1.460024
9.450189,-0.650743
9.455191,0.593227
9.460193,-0.512622
9.465195,0.699712
9.470197,0.230639
9.475199,0.202597
9.480201,0.937432
9.485203,-0.291274
9.490205,0.771815
9.495207,0.047449
9.500209,-0.198707
9.505211,-0.088259
9.510213,-0.078234
9.515215,-1.344487
9.520217,0.355327
9.525219,0.260099
9.530221,0.530035
9.535223,-0.232036
9.540225,1.174141
9.545227,0.509401
9.550229,0.168556
9.555231,-0.225509
9.560233,0.262753
9.565235,0.349392
9.570237,-0.244270
9.575239,-0.100510
9.580241,-0.687759
9.585243,-0.684182
9.590245,-0.496009
9.595247,0.026995
9.600249,0.095835
9.605251,0.396925
9.610253,-0.843504
9.615255,0.017069
9.620257,-0.131954
9.625259,-0.510322
9.630261,0.247862
9.635263,0.517582
9.640265,0.210329
9.645267,0.256867
9.650270,0.981571
9.655272,0.231923
9.660274,0.320086
9.665276,-0.734044
9.670278,-0.419757
9.675280,0.648746
9.680282,0.192869
9.685284,0.312542
9.690286,0.037687
9.695288,-0.272348
9.700290,0.698118
9.705292,-0.541629
9.710294,0.082296
9.715296,0.537547
9.720298,0.211607
9.725300,0.063473
9.730302,-0.189611
9.735304,0.115725
9.740306,0.800810
9.745308,-1.547901
9.750310,0.261793
9.755312,-1.053645
9.760314,0.120523
9.765316,-0.171137
9.770318,-0.578587
9.775320,0.278861
9.780322,-0.465628
9.785324,-0.184030
9.790326,-0.876568
9.795328,0.079679
9.800330,-0.819348
9.805332,-0.532712
9.810334,0.481528
9.815336,-1.046055
9.820338,-0.696570
9.825340,-0.234950
9.830342,-0.271130
9.835344,0.242945
9.840346,0.029807
9.845348,-0.062273
9.850350,0.086675
9.855352,0.455632
9.860354,-0.031769
9.865356,-0.436538
9.870358,0.087968
9.875360,-0.843687
9.880363,-0.013454
9.885365,0.125123
9.890367,-0.035282
9.895369,0.223249
9.900371,-0.519634
9.905373,-0.322841
9.910375,0.728942
9.915377,0.604266
9.920379,-0.449139
9.925381,0.102753
9.930383,-0.726772
9.935385,-0.868532
9.940387,0.575778
9.945389,-0.221961
9.950391,-0.467500
9.955393,0.363137
9.960395,-0.297207
9.965397,0.641427
9.970399,-0.308468
9.975401,1.197309
